age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
63,2,172873,15,2,3,5,4,1,0,0,67,39,1
24,4,195545,4,2,3,3,4,0,0,0,24,39,0
41,4,221302,15,2,14,1,4,1,0,0,40,39,0
21,4,134530,11,2,4,1,4,1,4839,0,50,39,0
52,4,201551,9,2,6,0,4,1,14090,0,51,39,1
20,4,87324,11,4,14,3,4,0,0,0,16,39,0
24,4,196363,15,4,1,4,4,1,0,0,40,39,0
59,4,222786,15,4,12,0,4,1,0,0,50,39,0
30,4,250164,11,4,3,5,2,1,0,0,40,39,0
74,2,269970,15,4,0,5,2,1,0,0,40,39,0
20,4,417626,11,4,1,3,4,0,0,0,40,7,0
53,4,221678,11,2,12,0,4,1,48482,0,51,39,1
33,4,273648,15,4,12,3,2,0,0,0,24,39,0
44,4,196236,0,4,12,4,2,0,0,0,16,39,0
59,4,41645,11,4,6,3,4,1,0,0,50,39,0
33,4,345101,11,2,12,0,4,0,0,0,40,39,0
53,4,180017,12,2,12,1,2,1,0,1508,40,39,1
34,7,40495,11,2,3,1,4,0,0,0,40,40,0
31,4,114871,9,4,14,3,4,1,0,0,40,39,0
38,4,208006,9,2,12,3,4,0,0,0,40,39,0
34,4,275347,11,4,12,5,2,0,0,0,40,39,0
38,4,90365,11,2,8,0,4,0,0,0,50,39,0
21,4,130852,15,4,1,1,4,0,0,1897,25,39,0
51,4,283301,11,2,12,0,4,1,0,0,40,39,1
37,4,123931,11,2,6,3,4,0,0,0,40,39,0
26,4,180820,0,6,3,1,4,1,0,0,40,39,0
33,2,215746,9,4,0,0,4,1,0,0,40,39,0
21,4,294789,0,4,8,4,4,0,0,0,40,39,0
35,4,179491,2,2,10,3,4,1,0,0,50,39,0
53,2,193319,2,4,1,4,4,1,0,0,40,39,0
33,4,239968,9,2,4,0,4,1,14079,0,42,39,1
43,4,98008,9,2,12,0,4,1,0,0,37,39,0
48,4,320104,15,4,10,4,4,1,0,0,40,39,0
53,0,451125,15,4,1,3,4,1,0,0,40,39,0
45,4,220606,2,2,14,3,4,1,0,0,40,39,0
21,4,150700,9,0,5,0,4,1,0,0,40,39,0
47,4,177734,15,4,8,3,4,0,0,0,40,39,0
69,5,376166,11,4,1,1,4,0,0,0,40,26,0
58,6,421522,11,2,1,0,4,0,0,0,40,39,1
25,4,246730,0,4,12,5,2,1,0,0,20,39,0
36,4,255390,9,4,3,0,2,1,0,0,40,39,0
32,1,237581,1,3,10,4,4,1,0,0,40,39,0
38,4,111688,11,2,12,0,4,1,0,0,45,39,1
46,4,151640,15,0,3,0,4,1,0,0,40,39,1
51,4,185012,15,6,12,4,4,1,0,0,40,39,0
20,4,159278,7,2,1,3,4,1,0,0,36,39,0
62,4,175768,9,4,12,5,2,1,14090,0,50,39,1
21,4,111798,13,0,12,3,4,1,0,0,40,39,0
27,4,212980,9,4,12,0,2,1,0,0,40,39,0
33,4,39790,11,2,7,0,4,1,0,0,55,39,1
61,4,184665,11,4,12,4,4,0,0,0,40,39,0
60,4,37899,9,4,10,3,4,1,0,0,31,7,0
59,4,120918,11,2,12,0,4,0,0,0,40,39,1
29,4,191541,15,0,14,0,4,1,0,0,40,39,0
47,4,158645,11,2,12,1,4,1,0,0,40,39,0
42,4,102318,11,2,4,0,4,1,0,0,59,39,1
18,4,88970,15,4,8,3,4,0,0,0,35,39,0
48,4,128183,0,6,14,1,1,1,0,0,50,39,0
33,4,127273,11,0,12,0,4,1,0,0,40,39,0
61,4,112679,11,2,8,3,4,1,0,0,40,39,0
53,4,140633,11,4,12,0,4,1,0,0,46,39,0
50,4,202708,15,4,1,4,4,1,0,1707,40,39,0
24,4,109186,11,4,1,3,4,0,0,0,79,8,0
25,5,184062,11,0,1,0,4,0,0,0,40,39,0
29,1,368028,1,2,10,4,4,0,0,1441,88,30,0
48,2,150255,15,4,14,0,4,1,0,0,50,39,1
24,4,163147,15,4,1,1,4,1,0,0,22,39,0
18,4,152310,9,4,3,0,4,1,0,0,45,39,0
19,4,114192,11,2,1,1,4,1,0,0,62,39,0
60,4,222213,15,2,1,0,1,0,0,0,73,39,0
33,4,120206,0,4,1,4,2,1,0,0,40,39,0
31,0,85907,15,4,10,0,4,1,14090,0,44,39,1
58,4,145968,9,2,10,0,4,1,0,0,40,39,0
43,4,144095,15,4,14,1,4,1,0,0,40,39,0
60,7,180221,14,4,0,4,2,1,0,0,19,39,0
21,4,160541,11,0,0,1,4,0,0,0,40,7,0
52,4,231585,1,2,3,0,4,1,0,0,40,39,0
38,4,173416,9,0,13,5,4,1,0,0,40,39,0
47,6,223399,11,2,12,3,2,1,0,0,40,39,0
33,4,148641,15,4,6,3,4,1,0,0,36,39,0
19,4,108459,11,4,0,4,2,0,0,0,35,39,0
53,4,514945,11,4,11,4,2,1,0,0,40,39,0
43,4,176184,11,4,8,5,4,1,0,0,40,39,0
59,0,257861,15,4,8,0,4,1,0,0,50,39,0
30,4,227836,9,2,10,0,4,1,48482,0,48,39,1
26,5,116718,9,2,4,0,4,1,0,0,44,39,1
33,0,424642,8,4,11,3,4,0,0,0,40,39,0
22,4,167427,9,0,10,0,4,1,0,0,40,39,0
39,4,220047,15,2,4,1,4,1,14088,0,59,39,1
27,4,121828,11,2,3,3,4,1,0,0,40,39,0
27,4,104505,0,4,1,1,4,1,0,0,22,39,0
26,6,338963,15,4,12,3,2,1,0,0,24,39,0
22,4,162503,1,2,10,3,4,1,0,0,50,39,0
48,4,142738,11,0,3,3,2,1,0,0,40,39,0
43,4,251700,4,2,7,0,4,1,0,0,60,39,1
59,4,35111,7,2,10,4,4,1,0,0,69,39,1
21,4,119092,11,4,8,3,4,0,0,0,35,39,0
60,0,524555,15,4,12,5,4,1,0,0,50,39,0
32,4,108069,11,4,3,3,4,0,0,0,40,39,0
24,4,134075,9,4,3,0,4,1,0,0,46,39,0
42,4,177521,15,2,3,0,4,1,0,0,40,39,0
25,4,81244,9,2,10,1,4,1,0,0,40,39,0
53,4,211828,11,2,6,0,4,0,0,0,40,39,0
43,4,172222,15,4,12,4,2,1,0,0,23,39,0
26,4,160238,9,0,12,0,2,0,0,0,40,39,0
26,4,182604,11,2,14,0,4,1,0,0,61,39,0
26,4,115414,11,4,0,3,4,0,0,0,35,39,0
24,4,141346,9,0,1,4,4,0,0,0,40,39,0
27,4,101982,11,4,8,1,4,0,0,0,40,39,0
46,0,118446,3,0,1,3,4,0,0,0,40,39,0
47,4,315462,6,4,11,1,4,0,0,0,37,39,0
47,4,160179,11,4,12,0,4,1,0,0,40,39,0
60,4,266019,15,2,14,0,4,1,0,0,50,39,1
39,4,190520,11,2,4,0,4,1,14090,0,50,39,1
25,4,161682,11,2,3,0,4,1,0,0,40,39,0
38,4,91405,15,6,3,0,4,1,0,0,40,39,1
26,4,159345,9,0,4,0,4,1,0,0,49,39,1
47,4,167769,15,4,11,1,4,1,0,0,24,39,0
38,4,18371,5,2,7,0,4,1,0,0,50,39,0
32,4,197577,11,2,12,1,4,0,0,0,60,39,0
22,4,183483,9,0,10,3,4,0,0,0,40,39,0
27,4,120105,11,2,8,1,4,0,0,0,40,39,0
32,1,121060,15,4,14,1,4,1,0,0,47,39,0
36,4,192981,11,2,12,0,4,0,0,1505,40,39,0
34,6,149554,11,2,12,0,4,1,0,0,40,39,0
58,4,288964,11,4,3,3,2,0,0,0,19,39,0
31,2,132345,9,4,10,3,2,1,0,0,40,39,0
61,4,126284,11,2,10,0,4,1,14090,0,49,39,1
19,4,87838,11,2,1,3,2,0,0,0,34,39,0
43,2,206264,15,2,4,0,4,1,0,0,50,39,1
57,4,206511,11,4,3,4,2,0,0,0,40,39,0
26,4,120285,7,4,14,3,4,1,0,0,21,39,0
53,6,113338,11,2,3,0,4,0,48458,0,45,39,1
68,4,130099,9,2,1,0,4,1,0,0,40,39,0
24,0,315900,15,4,6,3,4,1,0,0,23,39,0
32,4,106967,11,2,1,0,4,0,0,0,47,39,0
43,4,360191,15,4,14,2,0,1,0,2107,24,34,0
24,4,187542,11,2,12,0,4,0,0,0,40,39,0
26,2,239717,11,4,9,3,4,0,0,0,40,29,0
36,6,120172,9,0,12,0,4,1,0,0,40,39,0
32,4,112306,11,4,14,0,4,1,0,0,46,39,0
38,4,180269,15,2,4,0,4,1,14090,1545,50,39,1
24,4,96365,0,4,8,3,2,0,0,0,17,39,0
26,4,218359,11,2,9,1,4,1,0,0,22,39,0
21,2,338219,9,4,5,1,4,0,0,0,40,39,0
56,4,175938,9,4,1,4,2,0,0,0,40,39,0
60,4,144693,11,2,1,1,4,0,0,0,40,39,0
59,4,226451,15,4,12,0,2,1,0,0,40,39,0
31,4,332049,15,2,12,0,4,1,14090,0,40,39,1
47,4,167264,15,2,4,4,4,1,0,0,37,39,0
20,4,168146,15,4,4,4,4,1,0,0,22,39,0
38,4,128818,11,2,8,0,4,0,0,0,50,39,1
69,4,117957,15,4,1,1,4,0,0,0,82,39,0
47,5,178867,3,0,3,0,4,1,0,0,40,39,0
42,4,264572,11,4,12,0,2,0,0,0,40,39,0
60,4,253931,8,4,10,0,4,1,0,0,50,39,1
38,4,176907,9,2,4,0,4,1,0,1664,47,39,0
52,4,218301,15,2,3,3,4,1,14090,0,40,39,1
48,4,186163,15,2,10,4,4,1,0,0,40,39,0
25,4,235847,11,0,14,0,4,1,0,0,40,39,0
37,4,143082,11,2,4,0,4,1,14090,0,40,39,1
32,4,307874,11,4,3,3,4,1,0,0,40,39,0
26,5,202630,12,2,10,4,4,1,0,0,40,39,1
23,4,240165,9,2,4,0,4,1,0,0,46,39,1
54,7,181880,15,0,14,4,4,1,0,0,40,39,0
24,6,208594,11,2,12,0,4,1,0,0,50,39,0
29,4,33203,9,2,12,3,4,1,0,0,46,39,0
17,7,216769,2,0,1,4,4,1,0,0,40,39,0
58,0,79206,9,4,14,0,4,1,0,0,46,39,0
43,4,101349,11,2,3,0,4,1,48482,0,50,39,1
59,4,197595,11,2,12,3,4,1,0,0,40,39,1
39,4,261345,11,2,4,1,4,1,14086,0,50,39,1
37,6,246947,11,2,3,4,4,0,-111,0,61,39,0
24,4,193230,15,4,8,3,4,0,0,0,22,39,0
61,4,217163,12,2,4,5,4,1,14090,0,50,39,1
25,4,200950,9,0,14,0,4,0,0,0,40,39,0
53,0,186218,15,4,14,1,4,1,0,1741,40,39,0
25,4,121624,11,4,13,3,2,0,0,0,20,39,0
61,6,257225,15,4,14,4,4,1,0,0,40,27,0
58,4,149295,11,2,10,0,4,0,0,0,46,39,0
47,0,344914,15,4,3,0,4,0,0,0,18,39,0
19,4,76020,11,2,1,0,4,1,0,0,47,39,0
61,0,539941,15,4,1,1,4,1,0,1732,40,30,0
26,0,380308,9,4,0,0,2,1,0,0,40,39,0
26,4,83548,9,2,1,0,4,1,0,0,40,39,0
28,5,137449,9,3,10,4,4,1,0,0,40,39,0
38,4,284874,5,2,0,1,4,1,0,0,40,39,0
43,4,157896,11,3,4,1,4,1,0,0,40,39,0
19,4,71832,11,4,0,3,2,0,0,0,40,39,0
39,4,146762,9,2,4,0,4,1,0,0,50,39,0
53,4,271804,9,4,3,3,2,1,0,0,40,39,0
38,4,86396,11,2,12,0,4,1,0,0,50,39,0
48,4,156486,15,4,12,3,4,1,0,0,24,39,0
29,4,238740,11,2,10,3,4,1,0,0,40,39,0
46,2,173518,14,4,13,4,4,1,0,0,22,14,0
23,4,66094,9,0,1,1,4,0,0,0,40,39,0
43,4,206218,11,2,3,0,4,1,48472,0,50,39,1
31,4,191413,9,4,11,1,4,1,0,0,50,39,0
21,4,43269,15,4,6,3,4,1,0,0,36,39,0
54,0,318256,11,4,7,0,4,1,0,0,40,39,0
25,4,228850,11,4,3,4,2,0,0,0,21,39,0
23,4,91150,9,0,10,4,4,1,0,0,40,39,0
53,4,101070,15,4,8,1,4,0,0,0,40,39,0
40,4,168074,9,2,3,0,4,1,0,0,50,39,1
25,4,217024,2,4,2,4,4,1,0,1752,89,24,0
48,4,346947,15,4,9,5,4,1,0,0,40,39,1
73,4,253463,4,2,0,0,2,1,0,0,40,39,0
31,4,87318,15,4,12,0,2,0,0,0,20,39,0
42,1,378269,8,6,13,5,4,0,0,2062,40,39,0
24,4,226281,11,0,9,3,2,0,0,0,11,39,0
59,4,68663,9,2,4,0,4,1,14090,0,52,39,1
38,6,372333,15,4,0,5,4,0,0,0,40,39,0
24,4,123602,11,0,0,3,2,0,0,0,15,39,0
58,4,111277,15,4,14,0,4,1,0,0,40,39,0
25,4,88212,0,4,12,0,4,0,0,0,18,39,0
38,4,163735,9,0,11,0,4,1,0,0,40,39,0
23,4,111229,9,2,1,1,4,1,0,0,40,39,0
47,4,179974,11,2,4,4,4,1,0,0,40,39,1
32,4,216401,11,2,6,0,4,1,0,0,40,39,0
22,4,361514,11,2,0,3,4,0,0,0,40,39,0
46,4,214244,9,2,4,0,4,1,0,0,72,39,0
18,4,89968,15,2,10,0,4,1,0,0,50,39,0
21,4,129760,11,4,8,3,4,0,0,0,40,39,0
44,0,442590,15,4,12,5,4,1,0,0,40,39,0
62,4,177628,11,2,12,0,4,0,0,1548,40,39,1
34,3,41216,11,4,12,4,2,1,0,0,36,39,0
75,0,178768,15,4,14,1,4,1,0,0,40,39,0
17,4,228422,0,4,1,3,4,0,0,0,20,39,0
59,5,31747,11,2,3,3,4,0,0,0,40,39,0
53,4,257616,11,2,6,0,0,0,0,0,40,39,0
27,2,189213,15,4,10,5,4,1,0,0,40,39,0
39,6,177755,9,2,12,0,4,1,0,0,60,39,1
43,4,124566,11,2,3,0,4,0,0,0,46,39,1
19,2,110543,6,4,1,0,4,1,0,0,45,39,0
23,2,164331,15,2,14,0,4,1,0,0,40,39,0
31,0,133524,15,4,0,0,4,1,0,0,50,39,0
47,6,152976,11,2,3,1,4,0,0,0,25,39,0
41,4,308341,15,4,12,0,4,0,0,0,50,39,0
24,1,195459,9,2,3,0,4,1,0,0,40,39,0
24,4,348904,15,4,8,2,4,0,0,0,45,39,0
48,4,218454,8,4,12,4,2,0,0,0,40,8,0
24,4,245964,9,2,10,0,4,1,14090,0,50,39,1
23,4,114183,9,2,14,3,4,0,0,0,40,39,0
53,6,219048,15,2,10,1,4,1,0,0,40,39,1
54,4,195659,12,2,3,0,4,1,14090,0,50,39,1
53,4,110822,15,4,12,0,4,1,0,0,26,39,0
53,4,192285,15,2,12,0,4,1,14090,0,53,39,1
51,4,224383,15,4,5,3,2,1,0,0,40,39,0
43,4,272097,15,4,10,4,2,1,0,0,40,39,0
32,4,120694,0,3,11,4,2,1,0,0,21,39,0
61,4,152890,11,2,4,0,4,1,14090,0,55,39,1
38,4,100108,15,4,1,4,2,0,0,0,40,39,0
61,0,575667,15,4,12,5,2,1,0,1562,40,18,0
43,4,257269,11,2,12,4,2,0,0,662,40,39,0
20,4,86725,9,4,1,4,4,0,0,0,17,0,0
37,4,158900,9,2,1,0,4,0,0,1519,40,39,0
61,4,220429,12,2,4,0,4,1,14090,0,47,39,1
62,4,41326,12,2,4,0,4,1,14090,0,50,39,1
66,4,108823,15,4,1,3,2,0,0,0,40,39,0
31,4,111758,15,2,10,0,4,1,0,0,40,39,0
36,4,77944,9,2,3,1,4,1,0,0,50,27,0
59,4,407806,15,4,8,3,4,1,0,0,38,39,0
33,4,138815,11,2,10,0,4,1,0,0,50,39,1
20,4,131997,11,4,1,4,2,1,0,0,40,39,0
22,4,235111,15,4,1,1,4,1,0,0,22,39,0
38,4,100941,9,2,12,5,2,1,0,0,36,12,0
42,4,341340,15,4,12,4,2,1,0,0,46,39,0
61,4,266258,15,4,12,1,4,0,0,0,24,39,0
23,4,107554,15,1,5,0,4,1,0,0,37,39,0
18,4,187825,15,4,0,4,4,1,0,0,22,39,0
54,0,315630,9,4,3,1,2,1,0,0,40,39,1
19,0,76501,11,4,1,3,4,0,0,0,35,8,0
21,4,431848,15,4,9,4,4,0,0,0,21,39,0
23,4,142712,9,0,6,0,4,0,0,0,40,39,0
25,4,123027,11,4,12,0,4,1,0,0,40,39,0
33,5,357658,9,2,12,0,4,1,0,0,50,39,1
32,4,190085,15,4,10,4,4,1,0,0,40,39,0
33,1,197656,15,4,1,3,2,1,0,0,40,39,0
47,0,158613,15,4,3,4,4,0,0,0,40,29,0
24,4,110158,11,4,12,3,4,1,0,0,46,39,0
38,4,178595,12,2,4,0,4,1,14090,0,49,39,1
42,6,182678,11,2,11,0,4,0,0,0,40,39,0
61,4,236944,11,2,10,1,4,1,0,0,50,39,1
39,4,184222,11,2,4,0,4,1,14090,0,50,39,1
20,4,47357,11,4,6,4,4,0,0,0,40,39,0
42,6,163586,15,2,12,0,2,1,0,0,25,39,0
41,4,152818,11,2,1,0,4,0,0,0,40,39,0
25,4,174916,11,4,3,3,4,1,0,0,40,39,0
41,4,149920,15,2,12,0,4,1,0,0,46,39,0
26,4,145753,15,2,5,1,4,1,0,0,40,39,0
29,4,198731,11,4,10,4,4,1,0,0,40,39,0
48,4,118747,14,4,0,3,4,0,0,0,40,39,0
20,4,183802,11,4,11,0,4,0,0,0,40,39,0
25,4,201036,11,2,1,4,4,0,0,0,40,39,0
46,4,116342,9,0,14,0,4,1,0,0,34,39,0
47,4,302348,15,5,12,0,4,1,0,0,50,39,0
42,4,73445,0,2,3,1,4,1,0,0,21,39,0
33,6,345289,13,2,12,3,4,1,0,0,40,39,1
67,4,157423,15,4,1,1,4,0,0,0,40,39,0
24,1,172405,1,2,14,1,4,1,0,0,70,39,0
38,4,62376,11,2,4,0,4,1,0,0,56,39,1
26,4,112852,11,2,6,3,4,0,0,0,21,39,0
31,4,65908,11,2,8,0,4,0,0,0,50,39,0
20,4,267760,11,4,14,4,2,0,0,0,18,39,0
19,4,97848,9,2,3,1,4,1,0,0,46,39,1
39,4,268420,11,2,12,0,4,1,14079,0,57,39,1
45,4,316168,9,4,1,4,4,1,0,0,40,39,0
38,0,172262,15,4,3,0,4,1,0,0,40,39,0
20,4,413720,15,2,9,4,4,1,0,0,37,39,0
24,4,366556,15,4,3,3,2,0,0,0,40,39,0
26,4,39701,15,6,12,5,4,0,0,0,40,12,0
31,1,144392,1,4,13,3,4,1,0,0,40,39,0
23,4,118572,11,4,1,3,4,0,0,0,40,8,0
53,4,225517,11,4,12,5,2,0,0,0,40,39,0
22,4,195876,9,4,10,0,4,1,0,0,40,39,0
53,4,181504,9,2,14,0,4,1,14083,0,40,39,1
20,4,63228,9,0,9,0,4,0,0,0,14,39,0
25,6,328907,9,2,12,0,2,0,0,0,40,39,0
43,1,15095,5,2,10,0,4,1,14090,0,49,39,1
53,0,134548,2,2,10,5,4,1,48479,0,72,39,1
29,4,121751,9,4,1,1,4,1,0,0,17,39,0
38,4,499630,11,4,0,4,4,0,0,0,20,39,0
60,4,49365,12,2,12,0,4,1,14090,0,49,39,1
55,4,194887,11,2,12,1,4,1,0,0,40,39,1
21,4,117959,11,2,1,1,4,0,0,0,23,39,0
60,4,192883,2,2,3,0,4,0,0,0,50,39,1
21,4,319816,11,2,4,0,4,1,14090,0,52,39,1
41,4,45951,1,6,13,1,4,0,0,0,40,39,0
48,4,276438,12,2,12,0,4,1,0,0,45,39,1
47,4,122380,9,2,9,3,4,1,0,0,40,39,0
52,4,178752,11,2,3,1,4,0,0,0,40,39,0
59,4,318716,11,2,14,0,2,1,0,0,40,8,0
25,5,185020,9,0,12,0,4,1,0,0,40,39,0
33,4,114270,15,4,0,0,4,0,0,0,60,39,0
60,4,40402,15,2,12,5,4,1,14074,0,40,39,1
23,4,96040,11,2,1,0,4,0,0,0,40,39,0
31,4,400656,15,4,5,3,4,0,0,0,40,39,0
33,4,205964,11,4,12,3,4,1,0,0,40,39,0
38,4,24033,9,4,12,0,4,1,0,0,40,39,0
66,4,209564,15,4,3,3,4,1,0,0,40,39,0
34,4,210677,11,2,4,1,4,1,48481,0,67,39,1
41,4,301096,9,2,12,1,4,1,0,0,40,39,0
19,4,237479,11,2,5,3,4,0,0,0,40,39,0
61,4,305980,15,4,10,4,4,1,0,0,40,39,0
58,1,131226,1,2,10,1,4,1,14087,0,50,39,1
20,4,115505,15,2,1,1,4,1,0,0,40,39,0
61,6,143218,11,2,0,1,4,0,0,0,40,39,0
25,4,116784,11,2,6,0,4,0,0,0,40,39,0
47,4,37376,4,2,1,1,4,1,0,0,23,39,0
26,4,124952,11,4,6,0,4,0,0,0,40,39,0
48,4,152077,15,4,12,0,4,1,0,0,46,39,1
48,4,167383,9,2,3,0,4,1,14090,0,49,39,1
42,4,210298,14,2,5,0,4,1,651,0,61,39,0
25,6,160013,9,2,10,0,4,1,0,0,40,39,0
25,4,137204,9,0,12,4,4,1,0,0,40,39,0
18,0,124584,11,0,6,3,4,0,0,0,40,39,0
21,4,90256,9,0,10,4,4,0,0,0,40,39,0
59,4,369677,15,0,1,5,4,1,0,0,40,29,0
24,4,276232,15,2,8,3,4,0,0,0,40,39,0
37,5,160666,9,0,5,0,4,1,0,0,40,39,0
60,4,413552,11,4,6,3,4,1,0,0,40,39,0
57,4,142296,9,0,6,0,4,1,0,1863,47,8,0
67,2,265293,2,6,6,1,4,0,0,0,61,39,0
23,4,101941,15,4,14,4,4,1,0,0,40,39,0
63,0,553671,15,4,3,3,4,1,0,0,40,39,0
61,4,126157,11,2,6,0,4,1,14042,0,40,39,1
68,4,109516,9,2,5,0,4,0,0,0,61,39,0
48,5,120009,9,0,9,4,2,1,0,0,40,39,0
67,4,92080,11,4,0,0,4,0,0,0,37,39,0
42,4,292945,11,0,12,0,2,0,0,0,19,39,0
38,0,274858,9,2,1,0,4,1,0,0,50,22,1
23,4,152423,15,4,1,0,4,1,0,0,40,40,0
32,4,137649,1,2,10,4,4,0,0,0,50,39,0
26,4,174498,9,4,12,4,2,1,0,0,40,39,0
38,6,47944,5,2,3,0,4,0,0,0,86,39,0
32,4,112628,11,4,6,1,4,1,0,0,40,39,0
75,4,274547,15,4,1,1,4,1,-957,0,60,39,0
52,4,177254,9,4,12,0,4,1,0,0,40,39,0
39,4,147231,15,2,0,5,4,1,0,0,40,39,1
52,4,99234,15,4,9,4,4,1,0,1687,25,39,0
24,4,116037,11,4,13,0,4,0,0,0,40,39,0
33,4,310858,15,4,1,3,4,0,0,0,23,39,0
51,5,299222,9,4,12,0,4,1,0,0,56,39,1
47,4,185512,15,4,12,0,4,1,0,0,40,39,0
20,4,36243,0,4,8,5,2,0,0,0,34,39,0
38,4,111527,15,6,3,3,4,1,0,0,40,39,0
32,4,197091,11,2,1,3,4,0,0,0,40,39,0
56,4,35364,9,4,10,3,4,1,0,0,31,39,0
38,4,174996,11,4,1,0,4,0,0,0,40,39,0
25,2,267389,15,4,6,0,4,1,0,1975,40,8,0
20,6,245100,9,2,0,1,4,1,0,0,50,39,1
27,4,243612,11,2,3,0,4,0,0,0,40,39,0
26,4,159796,9,3,6,1,2,0,0,0,40,39,0
74,4,361364,0,6,0,1,4,0,0,0,23,39,0
20,4,267460,2,4,8,1,4,0,0,0,35,9,0
39,7,60174,11,2,14,1,2,1,0,0,40,39,1
28,0,106863,12,0,10,0,4,1,0,0,43,39,1
33,4,102556,11,4,14,3,4,1,0,0,26,39,0
53,4,122313,11,2,4,0,4,0,0,0,40,39,0
61,4,114324,9,6,11,1,4,1,0,0,23,27,0
43,6,260792,11,4,12,0,2,1,0,0,40,39,0
39,4,169050,9,0,3,0,4,1,0,0,40,39,0
61,4,200928,12,2,4,0,4,1,14090,0,48,39,1
60,4,326584,15,4,1,0,4,1,0,0,40,39,0
37,4,121013,15,4,3,1,4,1,0,0,40,39,0
21,4,297888,15,4,12,0,2,1,0,0,40,39,0
24,4,49762,15,4,12,1,2,1,0,0,22,39,0
33,4,109664,9,4,3,0,4,0,0,0,50,39,0
20,4,114407,11,4,1,3,4,0,0,0,40,39,0
52,4,274672,11,4,3,1,4,0,0,0,40,39,0
25,0,156353,15,4,1,0,4,1,0,0,40,39,0
21,4,95043,11,2,1,4,4,1,0,0,40,8,0
61,6,338772,15,4,12,5,2,1,0,0,72,39,0
48,4,177445,7,4,3,3,4,1,0,0,40,39,0
33,4,142222,9,2,12,0,4,1,14090,0,49,39,1
20,4,113491,11,4,14,0,2,0,0,0,21,39,0
38,4,101271,11,2,1,0,4,0,0,0,47,39,0
68,2,399664,9,2,10,1,4,1,0,0,59,39,1
48,4,186722,11,2,3,4,4,0,0,0,40,39,0
38,4,320065,9,4,12,5,2,1,0,0,40,39,0
21,4,71562,9,2,1,0,4,1,0,0,40,39,0
69,4,185746,11,4,1,4,4,0,0,1654,24,39,0
38,6,215395,15,2,3,0,4,1,0,0,40,39,0
19,4,158329,11,4,11,3,4,0,0,0,40,39,0
42,4,237307,15,4,14,4,2,1,0,0,50,39,0
40,3,296864,11,2,13,3,4,1,0,0,21,39,0
32,4,209329,15,4,12,3,2,1,0,0,40,39,0
18,4,86755,7,4,1,3,4,0,0,0,21,39,0
26,6,270723,4,2,9,0,0,0,0,0,25,39,0
21,4,126715,11,4,1,1,4,0,0,0,40,39,0
39,4,83316,11,2,3,0,4,0,0,0,50,39,1
27,1,102646,11,4,4,0,4,0,0,0,40,39,0
23,4,257570,7,4,0,3,2,0,0,0,40,39,0
33,2,105211,15,4,10,4,4,1,0,0,40,39,0
42,4,190163,11,2,6,0,4,1,0,0,50,39,0
46,3,349471,11,4,3,3,4,1,0,0,40,39,0
27,6,266911,11,4,11,3,2,0,0,0,23,39,0
59,4,137246,9,4,10,1,4,1,0,0,40,39,0
19,4,303510,11,4,8,3,2,0,0,0,20,39,0
29,4,183530,11,4,10,3,4,1,0,0,15,39,0
33,4,39688,15,4,8,4,4,1,0,0,40,39,0
27,6,120815,11,4,3,3,4,1,0,0,40,39,0
24,5,124985,1,2,12,0,4,1,0,0,40,39,0
60,4,47813,7,4,3,3,2,0,0,0,40,39,0
61,4,132223,15,4,12,1,4,1,0,0,40,39,0
47,4,167561,15,2,12,4,4,1,0,0,22,39,0
46,4,178550,9,2,10,0,4,1,0,0,40,39,0
25,4,97916,9,4,1,0,4,0,0,0,40,39,0
17,4,80449,11,4,12,4,2,0,0,0,16,39,0
48,4,109689,15,4,12,1,4,0,0,0,25,39,0
53,2,224668,15,2,10,1,4,1,14090,0,50,39,1
48,0,172776,15,0,5,5,0,1,0,0,40,39,0
48,5,172765,12,0,1,4,4,0,0,0,40,39,0
48,4,153352,11,2,1,0,4,0,0,0,40,39,0
58,4,598098,15,4,5,1,4,1,0,0,40,3,0
47,4,32782,7,6,14,1,4,1,0,0,24,39,0
23,4,111595,0,0,9,3,4,0,0,0,16,39,0
21,4,75259,11,2,4,0,4,1,0,0,47,39,0
25,6,322301,11,3,12,4,2,1,0,0,40,39,0
26,4,213336,9,0,10,4,4,0,0,0,40,39,0
61,4,358377,15,2,3,0,4,1,0,0,50,39,1
38,4,168016,11,2,0,0,4,0,0,0,40,39,0
21,4,301123,9,0,12,4,4,1,0,0,40,39,0
29,4,129515,9,2,10,3,4,1,14090,0,53,39,1
31,1,114641,12,2,10,0,4,0,0,0,40,39,0
54,4,208342,15,0,12,4,4,1,0,0,40,39,0
25,4,200997,9,0,10,4,4,1,0,0,40,39,0
25,4,141303,15,2,3,0,4,1,0,0,40,39,0
25,4,258139,11,2,0,0,2,1,0,0,40,39,0
58,4,209579,15,4,12,0,4,1,0,0,40,39,0
43,6,241675,11,2,7,0,2,1,0,0,40,39,0
42,4,98908,11,2,8,0,4,0,0,0,50,39,0
25,4,230005,11,2,12,0,4,0,0,0,40,39,0
39,6,235515,11,2,10,1,4,0,14086,0,50,39,1
22,4,223236,11,4,14,3,4,0,0,0,21,39,0
42,4,155698,15,4,12,4,4,1,0,1462,40,39,0
42,4,181751,11,2,12,0,4,1,0,0,43,39,1
21,4,142322,11,2,13,1,4,1,0,0,55,39,1
